,Image_File,Label
24,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_6.jpg,0
25,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_284.png,0
26,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_17.jpg,0
27,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_264.jpg,0
28,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_72.jpg,0
29,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_325.jpg,0
30,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_213.jpg,0
32,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_249.jpg,0
33,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_242.jpg,0
34,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_173.jpg,0
35,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_163.png,0
37,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_222.jpg,0
38,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_338.jpeg,0
39,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_136.jpg,0
40,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_175.jpg,0
43,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_395.jpeg,0
44,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_3.jpg,0
45,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_273.jpg,0
46,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_236.jpg,0
47,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_10.jpg,0
48,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_42.jpg,0
51,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_346.jpg,0
52,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_364.jpg,0
53,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_319.jpg,0
54,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_283.jpg,0
56,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_310.png,0
57,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_18.jpg,0
58,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_215.jpg,0
59,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_104.jpg,0
60,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_306.jpg,0
61,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_188.jpg,0
62,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_357.jpg,0
64,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_349.jpg,0
65,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_339.jpg,0
66,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_218.jpg,0
67,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_98.jpg,0
70,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_369.,0
71,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_234.jpeg,0
72,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_276.jpg,0
73,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_240.png,0
75,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_107.jpg,0
76,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_12.jpg,0
77,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_108.jpg,0
78,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_116.jpg,0
80,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_335.jpg,0
81,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_39.jpg,0
82,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_258.jpg,0
83,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_171.jpg,0
85,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_9.jpg,0
86,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_16.jpg,0
87,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_29.jpg,0
89,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_154.jpg,0
91,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_54.jpg,0
93,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_143.jpg,0
94,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_270.jpg,0
95,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_193.jpg,0
96,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_139.jpg,0
97,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_45.jpg,0
98,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_27.jpg,0
99,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_307.jpg,0
100,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_244.jpg,0
101,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_366.jpg,0
102,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_321.jpg,0
103,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_103.jpg,0
104,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_121.jpg,0
105,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_342.jpg,0
106,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_272.jpeg,0
107,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_220.jpg,0
108,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_324.jpg,0
109,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_51.jpg,0
110,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_14.jpg,0
111,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_241.,0
112,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_323.jpg,0
113,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_63.jpg,0
114,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_132.jpg,0
115,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_299.jpg,0
116,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_186.jpg,0
117,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_362.png,0
118,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_296.jpg,0
121,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_37.jpg,0
122,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_92.jpg,0
123,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_90.jpg,0
124,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_122.jpg,0
125,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_73.jpg,0
126,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_94.jpg,0
127,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_271.jpeg,0
128,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_257.jpg,0
129,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_133.jpg,0
130,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_212.jpg,0
131,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_399.jpg,0
132,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_35.,0
133,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_263.jpg,0
134,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_36.jpg,0
135,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_393.jpg,0
137,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_2.jpg,0
140,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_52.jpeg,0
141,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_75.,0
142,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_117.jpg,0
144,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_266.jpg,0
145,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_82.jpg,0
148,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_205.jpg,0
149,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_174.png,0
150,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_114.jpg,0
152,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_7.jpg,0
153,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_47.png,0
154,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_84.png,0
155,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_225.jpg,0
156,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_81.png,0
158,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_101.jpg,0
159,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_256.jpg,0
160,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_124.jpg,0
162,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_23.,0
165,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_198.jpg,0
166,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_227.,0
167,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_50.jpg,0
168,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_250.,0
170,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_281.jpg,0
171,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_64.,0
172,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_13.jpg,0
174,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_230.jpg,0
175,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_127.jpg,0
176,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_0.jpg,0
177,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_210.jpg,0
178,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_229.jpg,0
179,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_290.jpg,0
180,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_149.png,0
183,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_254.jpg,0
185,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_115.,0
186,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_187.jpg,0
187,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_161.jpg,0
190,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_55.jpg,0
191,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_183.jpg,0
192,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_311.jpg,0
193,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_105.jpg,0
194,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_111.png,0
195,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_58.jpg,0
196,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_365.jpg,0
197,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_196.jpg,0
198,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_397.jpg,0
199,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_87.jpg,0
200,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_41.jpg,0
201,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_262.jpg,0
202,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_368.jpg,0
203,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_233.jpg,0
204,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_208.jpg,0
205,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_99.png,0
206,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_43.jpg,0
207,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_109.jpg,0
208,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_150.jpg,0
209,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_298.jpg,0
210,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_267.jpg,0
211,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_57.jpg,0
213,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_53.,0
215,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_356.jpg,0
216,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_146.jpg,0
217,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_56.jpg,0
218,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_191.png,0
220,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_83.jpg,0
221,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_102.jpg,0
222,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_142.jpg,0
223,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_228.jpg,0
224,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_387.png,0
226,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_131.jpg,0
227,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_226.jpeg,0
228,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_148.jpg,0
229,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_269.png,0
232,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_180.png,0
233,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_260.jpg,0
234,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_252.jpg,0
235,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_305.jpg,0
237,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_380.jpg,0
239,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_374.jpg,0
242,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_49.jpg,0
243,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_370.jpg,0
244,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_384.jpg,0
245,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_61.,0
247,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_261.jpg,0
249,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_189.jpg,0
250,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_151.jpg,0
251,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_341.jpg,0
252,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_329.jpg,0
253,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_392.jpg,0
254,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_211.jpg,0
255,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_30.jpg,0
257,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_235.jpg,0
259,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_38.,0
260,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_4.jpg,0
261,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_190.jpg,0
263,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_376.jpg,0
264,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_19.jpg,0
265,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_239.jpg,0
266,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_141.jpg,0
267,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_147.jpg,0
268,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_251.png,0
269,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_68.jpg,0
271,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_167.jpg,0
272,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_194.jpg,0
273,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_140.jpg,0
274,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_277.,0
275,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_202.jpg,0
276,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_287.png,0
277,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_160.jpg,0
278,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_15.jpg,0
279,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_375.jpg,0
280,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_326.jpg,0
281,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_66.jpg,0
282,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_381.jpg,0
284,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_85.jpg,0
285,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_354.png,0
286,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_128.jpg,0
287,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_297.jpg,0
288,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_221.aspx,0
289,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_351.jpg,0
290,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_214.jpg,0
293,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_320.jpg,0
295,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_203.png,0
297,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_340.jpg,0
299,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_95.jpg,0
302,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_32.jpg,0
303,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_373.jpg,0
304,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_350.jpeg,0
305,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_359.jpg,0
306,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_255.,0
307,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_302.jpg,0
308,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_182.jpg,0
309,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_352.jpg,0
310,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_265.,0
312,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_308.jpg,0
313,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_246.jpg,0
314,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_347.jpg,0
316,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_200.jpg,0
317,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_21.jpg,0
319,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_120.jpg,0
320,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_204.jpg,0
321,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_360.jpg,0
322,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_232.jpg,0
323,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_172.jpg,0
326,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_170.jpg,0
327,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_253.jpg,0
328,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_377.jpg,0
329,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_237.jpg,0
330,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_125.jpg,0
331,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_300.jpg,0
332,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_386.jpg,0
333,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_280.,0
334,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_248.jpg,0
335,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_315.jpg,0
336,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_224.jpg,0
338,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_153.jpg,0
339,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_184.jpg,0
340,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_316.jpg,0
341,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_312.jpg,0
342,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_343.,0
344,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_289.jpg,0
345,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_5.jpeg,0
346,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_285.jpg,0
347,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_113.jpg,0
348,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_168.jpg,0
349,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_93.jpg,0
351,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_76.jpeg,0
352,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_275.jpg,0
353,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_169.jpg,0
354,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_274.jpg,0
357,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_48.jpg,0
358,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_314.jpg,0
359,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_24.jpg,0
360,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_46.jpg,0
361,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_119.jpg,0
362,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_355.jpg,0
364,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_247.jpg,0
365,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_337.,0
366,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_179.jpg,0
367,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_33.jpg,0
368,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_34.jpg,1
369,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_32.png,1
370,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_295.jpg,1
371,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_2.png,1
372,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_20.jpg,1
373,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_323.jpg,1
375,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_3.jpg,1
377,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_45.jpg,1
378,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_153.jpg,1
379,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_129.jpg,1
380,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_277.jpg,1
383,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_141.jpg,1
384,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_31.jpg,1
385,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_284.jpg,1
386,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_39.jpg,1
387,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_311.jpg,1
388,/home/nan/sneaker_ai/screened_data/air_jordan_2/air_jordan_2_287.jpg,1
